id,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,geometry
pand.4271267,606100000006382,1930,Sloopvergunning verleend,"winkelfunctie, woonfunctie",25,152,11,"POLYGON Z ((85979.53200000001 436508.207 0, 85981.39 436517.069 0, 85982.75599999999 436517.962 0, 85993.01700000001 436515.439 0, 85991.899 436510.902 0, 85990.13800000001 436511.361 0, 85988.96400000001 436506.111 0, 85979.53200000001 436508.207 0))"
pand.9538259,599100000677776,1881,Sloopvergunning verleend,"bijeenkomstfunctie, woonfunctie",72,156,4,"POLYGON Z ((93927.17999999999 436366.42 0, 93927.25999999999 436369.03 0, 93935.13 436375.92 0, 93940.77 436370.43 0, 93931.374 436362.244 0, 93927.17999999999 436366.42 0))"
pand.9538261,599100000677780,1881,Sloopvergunning verleend,"bijeenkomstfunctie, woonfunctie",111,141,3,"POLYGON Z ((93931.374 436362.244 0, 93940.77 436370.43 0, 93942.88 436372.26 0, 93945.42 436369.66 0, 93943.50999999999 436367.76 0, 93945.458 436365.808 0, 93935.978 436357.659 0, 93931.374 436362.244 0))"
pand.1541002,614100000008543,1984,Sloopvergunning verleend,"industriefunctie, woonfunctie",242,242,1,"POLYGON Z ((69000.42 435349.66 0, 69003.42999999999 435345.22 0, 68996.44 435340.52 0, 68989.45 435350.91 0, 68997.49000000001 435356.33 0, 69001.5 435350.39 0, 69000.42 435349.66 0))"
pand.1541374,614100000008995,1965,Sloopvergunning verleend,woonfunctie,217,217,1,"POLYGON Z ((65459.962 435626.296 0, 65471.116 435610.202 0, 65463.49 435604.927 0, 65458.636 435611.946 0, 65460.966 435613.65 0, 65455.404 435621.682 0, 65450.082 435618.001 0, 65447.439 435621.815 0, 65457.74 435628.94 0, 65459.699 435626.114 0, 65459.962 435626.296 0))"
pand.2615131,518100000224252,1980,Sloopvergunning verleend,bijeenkomstfunctie,33,33,1,"POLYGON Z ((74971.755 453964.806 0, 74977.999 453959.496 0, 74977.667 453959.104 0, 74977.606 453959.156 0, 74974.989 453956.058 0, 74968.87699999999 453961.096 0, 74969.02899999999 453961.276 0, 74968.871 453961.402 0, 74971.755 453964.806 0))"
pand.2615626,518100000224756,1980,Sloopvergunning verleend,bijeenkomstfunctie,84,84,1,"POLYGON Z ((75031.59699999999 454037.667 0, 75038.666 454031.484 0, 75035.645 454027.882 0, 75028.431 454033.919 0, 75031.59699999999 454037.667 0))"
pand.955880,518100000216255,1992,Sloopvergunning verleend,bijeenkomstfunctie,47,47,1,"POLYGON Z ((75144.45 454067.579 0, 75147.397 454063.216 0, 75145.318 454061.776 0, 75145.454 454061.585 0, 75143.399 454060.121 0, 75140.107 454064.841 0, 75142.186 454066.281 0, 75142.33199999999 454066.086 0, 75144.45 454067.579 0))"
pand.9269942,1621100000004948,1990,Sloopvergunning verleend,woonfunctie,196,196,1,"POLYGON Z ((94171.162 442847.771 0, 94166.389 442849.514 0, 94169.94500000001 442859.222 0, 94174.715 442857.475 0, 94171.162 442847.771 0))"
pand.9269943,1621100000004949,1990,Sloopvergunning verleend,industriefunctie,1630,1630,1,"POLYGON Z ((94190.772 442912.024 0, 94173.226 442864.397 0, 94146.24400000001 442874.338 0, 94163.78999999999 442921.965 0, 94190.772 442912.024 0))"
pand.6745007,613100000128708,1798,Sloopvergunning verleend,"overige gebruiksfunctie, woonfunctie",197,197,1,"POLYGON Z ((89659.879 430223.902 0, 89664.99099999999 430220.32 0, 89656.789 430208.615 0, 89651.67600000001 430212.198 0, 89659.879 430223.902 0))"
pand.2685023,518100000298737,1920,Sloopvergunning verleend,"winkelfunctie, woonfunctie",204,204,1,"POLYGON Z ((79088.647 458023.874 0, 79088.011 458017.212 0, 79081.533 458014.525 0, 79079.13400000001 458020.248 0, 79088.647 458023.874 0))"
pand.2685127,518100000298841,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81559.605 452089.211 0, 81559.80899999999 452086.281 0, 81549.071 452085.41 0, 81548.974 452086.587 0, 81548.675 452090.228 0, 81558.413 452091.029 0, 81558.579 452089.124 0, 81559.605 452089.211 0))"
pand.2685128,518100000298842,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81560.36599999999 452079.626 0, 81560.584 452076.836 0, 81549.851 452075.928 0, 81549.762 452077.01 0, 81549.446 452080.856 0, 81559.17 452081.642 0, 81559.32799999999 452079.565 0, 81560.36599999999 452079.626 0))"
pand.947141,518100000207316,1980,Sloopvergunning verleend,bijeenkomstfunctie,62,62,1,"POLYGON Z ((74962.518 453941.271 0, 74959.818 453938.067 0, 74958.939 453938.808 0, 74958.81 453938.655 0, 74958.67999999999 453938.765 0, 74955.715 453935.296 0, 74950.488 453939.469 0, 74954.52800000001 453944.269 0, 74953.65700000001 453945.019 0, 74955.444 453947.152 0, 74962.518 453941.271 0))"
pand.947159,518100000207334,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81524.63800000001 452176.97 0, 81525.024 452172.203 0, 81515.928 452171.547 0, 81515.698 452173.679 0, 81514.727 452173.557 0, 81514.477 452176.085 0, 81524.63800000001 452176.97 0))"
pand.947160,518100000207335,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81536.201 452058.927 0, 81536.495 452055.307 0, 81536.599 452054.026 0, 81526.561 452053.177 0, 81526.394 452055.726 0, 81527.72100000001 452055.905 0, 81527.50599999999 452058.187 0, 81536.201 452058.927 0))"
pand.947161,518100000207336,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81537.444 452043.621 0, 81537.785 452039.431 0, 81532.81200000001 452039.007 0, 81529.09600000001 452038.697 0, 81528.914 452041.466 0, 81527.554 452041.392 0, 81527.345 452043.651 0, 81537.372 452044.507 0, 81537.444 452043.621 0))"
pand.7366456,599100000227677,1951,Sloopvergunning verleend,woonfunctie,136,136,1,"POLYGON Z ((68703.05 445640.33 0, 68696.5 445644.7 0, 68698.75 445648.09 0, 68699.89999999999 445647.33 0, 68701.97 445650.45 0, 68710.72 445644.6 0, 68709.03999999999 445642.08 0, 68705.7 445644.31 0, 68703.05 445640.33 0))"
pand.5031587,1842100000000989,1951,Sloopvergunning verleend,industriefunctie,120,120,1,"POLYGON Z ((80063.591 441605.789 0, 80055.732 441616.94 0, 80062.011 441621.215 0, 80064.121 441618.146 0, 80069.685 441610.152 0, 80063.591 441605.789 0))"
pand.5032138,1842100000001579,1920,Sloopvergunning verleend,woonfunctie,124,170,2,"POLYGON Z ((81638.678 443404.534 0, 81622.455 443400.531 0, 81624.664 443391.579 0, 81616.137 443389.475 0, 81616.386 443388.467 0, 81615.329 443388.206 0, 81616.155 443384.86 0, 81606.95699999999 443382.59 0, 81605.908 443386.839 0, 81606.217 443386.915 0, 81605.052 443391.635 0, 81613.837 443393.802 0, 81612.026 443401.141 0, 81616.889 443402.341 0, 81615.41899999999 443408.298 0, 81636.46799999999 443413.492 0, 81638.678 443404.534 0))"
pand.678414,1783100000041840,1983,Sloopvergunning verleend,industriefunctie,444,444,1,"POLYGON Z ((76742.599 446054.909 0, 76751.44899999999 446064.145 0, 76776.86199999999 446040.072 0, 76768.105 446030.819 0, 76762.928 446035.719 0, 76762.95299999999 446035.745 0, 76742.599 446054.909 0))"
pand.7407785,599100000634645,1996,Sloopvergunning verleend,"gezondheidszorgfunctie, overige gebruiksfunctie, woonfunctie",70,565,82,"POLYGON Z ((68595.85000000001 444148.05 0, 68586.736 444136.711 0, 68582.94 444131.988 0, 68582.46000000001 444131.39 0, 68581.81 444131.92 0, 68580.81 444130.68 0, 68562.60400000001 444144.798 0, 68561.39200000001 444145.767 0, 68560.66800000001 444146.345 0, 68564.923 444151.704 0, 68565.25599999999 444152.123 0, 68565.454 444151.967 0, 68575.182 444162.28 0, 68578.295 444159.779 0, 68583.819 444155.341 0, 68584.98 444156.764 0, 68591.75 444151.34 0, 68595.85000000001 444148.05 0))"
pand.1537361,614100000003482,1912,Sloopvergunning verleend,woonfunctie,218,218,1,"POLYGON Z ((66641.72199999999 436289.873 0, 66640.713 436289.739 0, 66638.014 436289.946 0, 66637.69 436283.82 0, 66636.09 436283.9 0, 66635.83 436279.18 0, 66630.58 436279.46 0, 66630.82000000001 436284.17 0, 66629.99000000001 436284.21 0, 66630.37 436291.58 0, 66632.52 436291.51 0, 66632.644 436294.041 0, 66631.239 436294.13 0, 66631.33 436295.91 0, 66631.66 436301.91 0, 66638.64999999999 436301.53 0, 66638.32000000001 436295.5 0, 66638.27800000001 436294.318 0, 66639.86900000001 436294.227 0, 66639.92200000001 436295.328 0, 66640.822 436295.265 0, 66641.93700000001 436295.128 0, 66642.705 436294.491 0, 66643.34299999999 436293.512 0, 66643.439 436292.341 0, 66643.23 436291.244 0, 66642.556 436290.423 0, 66641.72199999999 436289.873 0))"
pand.8657318,638100000368138,1966,Sloopvergunning verleend,"bijeenkomstfunctie, onderwijsfunctie",1274,1274,1,"POLYGON Z ((93843.26700000001 459686.386 0, 93845.08199999999 459683.195 0, 93843.572 459682.336 0, 93845.47 459679 0, 93848.264 459680.589 0, 93850.939 459675.886 0, 93848.20699999999 459674.332 0, 93849.68399999999 459671.736 0, 93852.497 459673.336 0, 93854.344 459670.089 0, 93856.74400000001 459671.454 0, 93861.13400000001 459663.737 0, 93863.167 459664.894 0, 93864.113 459663.23 0, 93869.77099999999 459666.448 0, 93868.837 459668.09 0, 93872.386 459670.109 0, 93878.789 459658.853 0, 93854.749 459645.179 0, 93847.648 459657.663 0, 93846.45600000001 459656.985 0, 93845.909 459656.674 0, 93830.5 459683.764 0, 93831.783 459684.494 0, 93832.255 459684.763 0, 93827.208 459693.636 0, 93830.219 459695.784 0, 93838.458 459701.662 0, 93844.27499999999 459691.438 0, 93839.75 459688.865 0, 93841.67600000001 459685.48 0, 93843.26700000001 459686.386 0))"
pand.4275262,606100000010518,1951,Sloopvergunning verleend,woonfunctie,66,66,8,"POLYGON Z ((88204.611 437051.559 0, 88194.481 437053.601 0, 88197.677 437069.227 0, 88207.70600000001 437067.206 0, 88204.611 437051.559 0))"
pand.3969762,503100000029435,1959,Sloopvergunning verleend,"bijeenkomstfunctie, woonfunctie",1994,1994,1,"POLYGON Z ((83371.43700000001 447681.366 0, 83371.41499999999 447681.667 0, 83381.719 447682.265 0, 83381.344 447687.546 0, 83386.39 447687.933 0, 83386.834 447681.385 0, 83386.425 447681.357 0, 83386.431 447681.184 0, 83387.02499999999 447672.687 0, 83372.04300000001 447671.736 0, 83371.977 447672.694 0, 83362.745 447672.099 0, 83363.014 447668.177 0, 83363.05899999999 447667.529 0, 83359.33100000001 447667.306 0, 83349.463 447666.652 0, 83349.401 447667.599 0, 83347.10799999999 447667.447 0, 83347.171 447666.5 0, 83330.367 447665.387 0, 83326.41899999999 447665.125 0, 83326.466 447664.076 0, 83321.045 447663.719 0, 83320.50599999999 447663.683 0, 83320.47500000001 447664.12 0, 83320.086 447669.656 0, 83320.63499999999 447669.694 0, 83320.598 447670.385 0, 83321.895 447670.472 0, 83321.789 447672.048 0, 83320.492 447671.961 0, 83320.133 447677.309 0, 83322.318 447677.456 0, 83322.08 447681.158 0, 83319.88499999999 447681.011 0, 83319.526 447686.359 0, 83320.823 447686.446 0, 83320.716 447688.052 0, 83319.41800000001 447687.965 0, 83318.886 447695.897 0, 83323.90300000001 447697.498 0, 83326.85400000001 447695.697 0, 83326.936 447695.849 0, 83327.019 447695.999 0, 83327.105 447696.149 0, 83327.192 447696.297 0, 83327.281 447696.445 0, 83327.372 447696.591 0, 83327.46400000001 447696.736 0, 83327.558 447696.88 0, 83327.65399999999 447697.023 0, 83327.75199999999 447697.165 0, 83327.851 447697.306 0, 83327.952 447697.445 0, 83328.05499999999 447697.583 0, 83328.159 447697.72 0, 83328.265 447697.856 0, 83328.37300000001 447697.99 0, 83328.482 447698.124 0, 83328.59299999999 447698.255 0, 83328.70600000001 447698.386 0, 83328.82000000001 447698.515 0, 83328.935 447698.642 0, 83329.052 447698.769 0, 83329.171 447698.894 0, 83329.291 447699.017 0, 83329.413 447699.139 0, 83329.53599999999 447699.259 0, 83329.66 447699.378 0, 83329.78599999999 447699.496 0, 83329.913 447699.612 0, 83330.042 447699.726 0, 83330.17200000001 447699.839 0, 83330.303 447699.95 0, 83330.436 447700.06 0, 83330.57000000001 447700.168 0, 83330.70600000001 447700.275 0, 83330.842 447700.38 0, 83330.98 447700.483 0, 83331.11900000001 447700.584 0, 83331.25900000001 447700.684 0, 83331.401 447700.782 0, 83331.54399999999 447700.879 0, 83331.68700000001 447700.973 0, 83331.83199999999 447701.066 0, 83331.978 447701.157 0, 83332.126 447701.247 0, 83332.274 447701.334 0, 83332.423 447701.42 0, 83332.573 447701.504 0, 83332.72500000001 447701.587 0, 83332.87699999999 447701.667 0, 83333.05 447701.764 0, 83333.223 447701.86 0, 83333.398 447701.953 0, 83333.57399999999 447702.045 0, 83333.751 447702.135 0, 83333.928 447702.223 0, 83334.107 447702.309 0, 83334.28599999999 447702.393 0, 83334.467 447702.475 0, 83334.648 447702.555 0, 83334.83 447702.634 0, 83335.01300000001 447702.71 0, 83335.197 447702.784 0, 83335.38099999999 447702.857 0, 83335.56600000001 447702.927 0, 83335.75199999999 447702.996 0, 83335.939 447703.063 0, 83336.126 447703.127 0, 83336.315 447703.19 0, 83336.503 447703.25 0, 83336.693 447703.309 0, 83336.883 447703.366 0, 83337.073 447703.42 0, 83337.264 447703.473 0, 83337.45600000001 447703.523 0, 83337.648 447703.572 0, 83337.841 447703.618 0, 83338.034 447703.662 0, 83338.228 447703.705 0, 83338.42200000001 447703.745 0, 83338.61599999999 447703.783 0, 83338.811 447703.819 0, 83339.00599999999 447703.853 0, 83339.202 447703.885 0, 83339.398 447703.915 0, 83339.594 447703.943 0, 83339.791 447703.968 0, 83339.988 447703.992 0, 83340.185 447704.014 0, 83340.382 447704.033 0, 83340.579 447704.05 0, 83340.777 447704.066 0, 83340.97500000001 447704.079 0, 83341.173 447704.09 0, 83341.371 447704.099 0, 83341.569 447704.105 0, 83341.76700000001 447704.11 0, 83341.965 447704.113 0, 83342.163 447704.113 0, 83342.36199999999 447704.112 0, 83342.56 447704.108 0, 83342.758 447704.102 0, 83342.95600000001 447704.094 0, 83343.15399999999 447704.084 0, 83343.342 447704.072 0, 83343.53 447704.058 0, 83343.717 447704.041 0, 83343.905 447704.023 0, 83344.092 447704.003 0, 83344.27899999999 447703.981 0, 83344.466 447703.957 0, 83344.652 447703.93 0, 83344.838 447703.902 0, 83345.024 447703.872 0, 83345.21000000001 447703.84 0, 83345.395 447703.805 0, 83345.58 447703.769 0, 83345.764 447703.731 0, 83345.948 447703.691 0, 83346.132 447703.649 0, 83346.315 447703.605 0, 83346.497 447703.559 0, 83346.679 447703.511 0, 83346.861 447703.461 0, 83347.042 447703.409 0, 83347.22199999999 447703.355 0, 83347.402 447703.299 0, 83347.58100000001 447703.241 0, 83347.75999999999 447703.182 0, 83347.93799999999 447703.12 0, 83348.11500000001 447703.057 0, 83348.292 447702.991 0, 83348.46799999999 447702.924 0, 83348.643 447702.855 0, 83348.817 447702.784 0, 83348.99099999999 447702.711 0, 83349.164 447702.636 0, 83349.336 447702.56 0, 83349.507 447702.481 0, 83349.678 447702.401 0, 83349.84699999999 447702.319 0, 83350.016 447702.235 0, 83350.183 447702.149 0, 83350.35000000001 447702.062 0, 83350.516 447701.973 0, 83350.681 447701.882 0, 83350.845 447701.789 0, 83351.007 447701.694 0, 83351.16899999999 447701.598 0, 83351.33 447701.5 0, 83351.495 447701.397 0, 83351.659 447701.292 0, 83351.822 447701.186 0, 83351.98299999999 447701.078 0, 83352.144 447700.968 0, 83352.303 447700.856 0, 83352.461 447700.743 0, 83352.618 447700.628 0, 83352.774 447700.511 0, 83352.928 447700.393 0, 83353.08100000001 447700.273 0, 83353.23299999999 447700.152 0, 83353.383 447700.028 0, 83353.53200000001 447699.903 0, 83353.67999999999 447699.777 0, 83353.827 447699.649 0, 83353.97199999999 447699.519 0, 83354.11500000001 447699.388 0, 83354.257 447699.256 0, 83354.398 447699.121 0, 83354.538 447698.986 0, 83354.675 447698.849 0, 83354.81200000001 447698.71 0, 83354.947 447698.57 0, 83355.08 447698.428 0, 83355.212 447698.285 0, 83355.342 447698.141 0, 83355.47100000001 447697.995 0, 83355.598 447697.848 0, 83355.724 447697.7 0, 83355.848 447697.55 0, 83355.97 447697.399 0, 83356.091 447697.246 0, 83356.21000000001 447697.092 0, 83356.327 447696.937 0, 83356.443 447696.781 0, 83356.557 447696.624 0, 83356.67 447696.465 0, 83356.78 447696.305 0, 83356.889 447696.144 0, 83356.997 447695.982 0, 83357.102 447695.818 0, 83357.20600000001 447695.654 0, 83357.308 447695.488 0, 83357.408 447695.321 0, 83357.50599999999 447695.154 0, 83357.603 447694.985 0, 83357.698 447694.815 0, 83357.78999999999 447694.644 0, 83357.882 447694.472 0, 83357.97100000001 447694.299 0, 83358.058 447694.126 0, 83358.144 447693.951 0, 83358.227 447693.775 0, 83358.30899999999 447693.599 0, 83358.389 447693.422 0, 83358.467 447693.243 0, 83358.54300000001 447693.064 0, 83358.617 447692.884 0, 83358.689 447692.704 0, 83358.75900000001 447692.522 0, 83358.827 447692.34 0, 83358.894 447692.158 0, 83358.958 447691.974 0, 83359.02 447691.79 0, 83359.08100000001 447691.605 0, 83359.139 447691.419 0, 83359.196 447691.233 0, 83359.25 447691.047 0, 83359.302 447690.859 0, 83359.353 447690.671 0, 83359.401 447690.483 0, 83359.448 447690.307 0, 83359.493 447690.131 0, 83359.53599999999 447689.954 0, 83359.577 447689.777 0, 83359.61599999999 447689.599 0, 83359.65399999999 447689.421 0, 83359.689 447689.242 0, 83359.72199999999 447689.064 0, 83359.754 447688.884 0, 83359.783 447688.705 0, 83359.81 447688.525 0, 83359.836 447688.345 0, 83359.859 447688.164 0, 83359.88 447687.983 0, 83359.89999999999 447687.803 0, 83359.917 447687.621 0, 83359.932 447687.44 0, 83359.946 447687.259 0, 83359.95699999999 447687.077 0, 83359.966 447686.895 0, 83359.974 447686.713 0, 83359.97900000001 447686.531 0, 83359.982 447686.35 0, 83359.984 447686.168 0, 83359.98299999999 447685.986 0, 83359.98 447685.804 0, 83359.976 447685.622 0, 83359.969 447685.44 0, 83359.96000000001 447685.258 0, 83359.95 447685.076 0, 83359.93700000001 447684.895 0, 83359.92200000001 447684.714 0, 83359.905 447684.532 0, 83359.887 447684.351 0, 83359.86599999999 447684.171 0, 83359.84299999999 447683.99 0, 83359.819 447683.81 0, 83359.792 447683.63 0, 83359.76300000001 447683.45 0, 83359.732 447683.271 0, 83359.7 447683.092 0, 83359.66499999999 447682.913 0, 83359.629 447682.735 0, 83359.59 447682.557 0, 83359.55 447682.38 0, 83359.507 447682.203 0, 83359.463 447682.026 0, 83359.416 447681.85 0, 83359.368 447681.675 0, 83359.318 447681.5 0, 83359.266 447681.325 0, 83359.211 447681.152 0, 83359.155 447680.979 0, 83359.098 447680.806 0, 83359.038 447680.634 0, 83358.976 447680.463 0, 83371.43700000001 447681.366 0))"
pand.952879,518100000213172,1958,Sloopvergunning verleend,"industriefunctie, kantoorfunctie, sportfunctie",441,2420,3,"POLYGON Z ((83057.493 454041.048 0, 83047.933 454036.285 0, 83043.74000000001 454034.178 0, 83043.986 454033.686 0, 83038.7 454031.046 0, 83038.45299999999 454031.528 0, 83033.557 454029.102 0, 83024.69100000001 454024.659 0, 83019.514 454022.078 0, 83019.557 454021.988 0, 83018.99400000001 454021.723 0, 83018.91099999999 454021.912 0, 83012.389 454018.666 0, 83012.81 454017.391 0, 82995.086 454011.571 0, 82994.518 454012.546 0, 82993.092 454015.177 0, 82991.17999999999 454018.655 0, 82990.636 454019.64 0, 82989.901 454020.97 0, 82989.379 454021.915 0, 82988.629 454023.272 0, 82988.126 454024.182 0, 82987.386 454025.521 0, 82986.863 454026.467 0, 82986.12300000001 454027.806 0, 82985.606 454028.742 0, 82984.871 454030.073 0, 82984.44500000001 454030.843 0, 82983.38099999999 454032.767 0, 82983.29700000001 454032.92 0, 82983.20600000001 454033.084 0, 82983.363 454033.177 0, 83025.776 454054.306 0, 83027.242 454055.043 0, 83038.97900000001 454060.921 0, 83039.139 454061.001 0, 83039.198 454060.882 0, 83027.462 454055.081 0, 83029.17200000001 454051.855 0, 83050 454062.245 0, 83065.431 454069.868 0, 83072.686 454055.23 0, 83072.899 454054.801 0, 83075.353 454049.853 0, 83074.819 454049.585 0, 83074.774 454049.674 0, 83057.493 454041.048 0))"
pand.9266847,1621100000001541,1961,Sloopvergunning verleend,woonfunctie,203,203,1,"POLYGON Z ((94928.655 445201.4 0, 94916.683 445197.52 0, 94914.28599999999 445204.916 0, 94926.258 445208.796 0, 94928.655 445201.4 0))"
pand.9267036,1621100000001749,1987,Sloopvergunning verleend,woonfunctie,154,154,1,"POLYGON Z ((91154.526 445548.907 0, 91151.727 445540.935 0, 91140.476 445544.884 0, 91143.27499999999 445552.856 0, 91154.526 445548.907 0))"
pand.9267037,1621100000001750,1968,Sloopvergunning verleend,woonfunctie,150,150,1,"POLYGON Z ((91131.054 445552 0, 91129.61900000001 445547.999 0, 91123.977 445550.04 0, 91125.337 445553.801 0, 91115.228 445557.457 0, 91117.768 445564.483 0, 91131.836 445559.396 0, 91129.38099999999 445552.606 0, 91131.054 445552 0))"
pand.9268611,1621100000003460,1970,Sloopvergunning verleend,woonfunctie,127,127,1,"POLYGON Z ((93521.727 448558.675 0, 93521.64599999999 448548.578 0, 93511.24400000001 448548.662 0, 93511.302 448555.909 0, 93516.06299999999 448555.871 0, 93516.086 448558.72 0, 93521.727 448558.675 0))"
pand.3966098,503100000025553,1930,Sloopvergunning verleend,"onderwijsfunctie, sportfunctie",893,1005,2,"POLYGON Z ((85814.019 446899.773 0, 85807.806 446900.327 0, 85807.64 446898.872 0, 85807.183 446898.924 0, 85806.94899999999 446896.882 0, 85806.64 446896.911 0, 85806.671 446897.24 0, 85803.534 446897.534 0, 85803.504 446897.206 0, 85803.185 446897.236 0, 85803.379 446899.297 0, 85800.07399999999 446899.591 0, 85799.92 446898.104 0, 85799.662 446898.127 0, 85799.681 446898.346 0, 85795.21000000001 446898.75 0, 85795.19 446898.531 0, 85794.921 446898.555 0, 85795.352 446903.279 0, 85795.611 446903.256 0, 85795.591 446903.036 0, 85796.409 446902.97 0, 85799.253 446934.271 0, 85810.815 446933.221 0, 85809.40399999999 446917.695 0, 85832.682 446915.228 0, 85833.234 446913.92 0, 85860.664 446925.515 0, 85864.75999999999 446915.834 0, 85865.18399999999 446914.831 0, 85835.561 446902.31 0, 85835.872 446901.552 0, 85836.065 446901.633 0, 85836.16899999999 446901.384 0, 85830.474 446899.011 0, 85830.069 446899.969 0, 85827.47100000001 446898.873 0, 85828.22100000001 446897.072 0, 85827.272 446896.671 0, 85827.401 446896.367 0, 85827.014 446896.203 0, 85826.886 446896.507 0, 85820.762 446893.913 0, 85820.887 446893.619 0, 85820.49099999999 446893.451 0, 85820.36599999999 446893.746 0, 85819.408 446893.34 0, 85816.989 446899.07 0, 85813.99000000001 446899.334 0, 85814.019 446899.773 0))"
pand.2688039,518100000301820,1980,Sloopvergunning verleend,winkelfunctie,43,43,1,"POLYGON Z ((74968.24000000001 453949.844 0, 74969.106 453949.099 0, 74968.389 453948.281 0, 74965.43399999999 453944.696 0, 74964.542 453945.44 0, 74958.215 453950.717 0, 74959.067 453951.726 0, 74959.208 453951.609 0, 74962.22 453955.161 0, 74968.353 453949.983 0, 74968.24000000001 453949.844 0))"
pand.2734928,501100001988363,1970,Sloopvergunning verleend,bijeenkomstfunctie,520,520,1,"POLYGON Z ((74681.591 433406.888 0, 74681.46000000001 433418.725 0, 74683.459 433418.748 0, 74683.375 433426.298 0, 74694.117 433426.417 0, 74694.201 433418.809 0, 74694.24800000001 433414.487 0, 74694.251 433414.235 0, 74691.803 433414.208 0, 74691.92200000001 433403.462 0, 74681.63 433403.349 0, 74681.601 433405.988 0, 74681.591 433406.888 0))"
pand.948294,518100000208487,1980,Sloopvergunning verleend,winkelfunctie,75,75,1,"POLYGON Z ((74950.931 453982.747 0, 74961.21400000001 453974.129 0, 74958.694 453971.151 0, 74956.67999999999 453972.828 0, 74950 453978.389 0, 74948.44899999999 453979.783 0, 74950.931 453982.747 0))"
pand.948295,518100000208488,1980,Sloopvergunning verleend,industriefunctie,565,565,1,"POLYGON Z ((74930.584 453950.016 0, 74944.447 453938.174 0, 74941.36599999999 453934.527 0, 74941.274 453934.604 0, 74938.262 453931.008 0, 74934.75900000001 453933.949 0, 74935.535 453934.842 0, 74934.61500000001 453935.701 0, 74935.372 453936.637 0, 74935.087 453936.898 0, 74936.57000000001 453938.703 0, 74935.484 453939.62 0, 74927.496 453946.346 0, 74930.584 453950.016 0))"
pand.948396,518100000208593,1973,Sloopvergunning verleend,woonfunctie,150,150,1,"POLYGON Z ((74231.822 450663.123 0, 74235.75999999999 450655.05 0, 74222.71400000001 450648.686 0, 74218.784 450656.794 0, 74223.769 450659.21 0, 74223.96799999999 450658.805 0, 74231.724 450662.593 0, 74231.53999999999 450662.993 0, 74231.822 450663.123 0))"
pand.948563,518100000208762,1964,Sloopvergunning verleend,overige gebruiksfunctie,38,38,1,"POLYGON Z ((77993.023 457530.837 0, 77987.659 457524.976 0, 77987.04700000001 457525.52 0, 77984.056 457528.178 0, 77989.109 457533.863 0, 77992.284 457531.408 0, 77993.023 457530.837 0))"
pand.4688407,518100000307606,1931,Sloopvergunning verleend,woonfunctie,87,87,1,"POLYGON Z ((81524.228 452182.016 0, 81524.63800000001 452176.97 0, 81514.477 452176.085 0, 81514.31600000001 452178.406 0, 81515.31600000001 452178.505 0, 81515.102 452181.27 0, 81515.367 452181.292 0, 81524.228 452182.016 0))"
pand.4689095,518100000308325,1931,Sloopvergunning verleend,woonfunctie,48,76,5,"POLYGON Z ((81579.501 452106.58 0, 81580.747 452091.306 0, 81571.58900000001 452090.503 0, 81570.961 452098.271 0, 81570.34600000001 452105.878 0, 81579.501 452106.58 0))"
pand.5034578,1842100000004248,1963,Sloopvergunning verleend,woonfunctie,144,144,1,"POLYGON Z ((81606.783 446329.704 0, 81598.851 446325.025 0, 81593.94100000001 446333.348 0, 81601.781 446337.972 0, 81603.53 446335.007 0, 81601.295 446333.688 0, 81602.28999999999 446332.001 0, 81604.618 446333.374 0, 81606.783 446329.704 0))"
pand.5034579,1842100000004252,1936,Sloopvergunning verleend,woonfunctie,184,184,1,"POLYGON Z ((81534.92999999999 446469.296 0, 81525.549 446463.347 0, 81520.75599999999 446470.904 0, 81530.13800000001 446476.853 0, 81534.92999999999 446469.296 0))"
pand.5035354,1842100000005094,1971,Sloopvergunning verleend,woonfunctie,184,184,1,"POLYGON Z ((77704.939 440599.508 0, 77708.364 440597.733 0, 77704.83500000001 440590.927 0, 77694.308 440596.384 0, 77699.272 440605.96 0, 77706.375 440602.278 0, 77704.939 440599.508 0))"
pand.5035480,1842100000005233,1957,Sloopvergunning verleend,industriefunctie,460,460,1,"POLYGON Z ((79215.739 441194.487 0, 79208.81200000001 441189.778 0, 79200.43799999999 441202.906 0, 79206.273 441206.88 0, 79206.16 441207.045 0, 79220.173 441216.583 0, 79222.35799999999 441213.253 0, 79229.02499999999 441217.623 0, 79232.111 441213.1 0, 79227.86500000001 441210.31 0, 79231.389 441205.126 0, 79220.19 441197.513 0, 79222.40700000001 441194.232 0, 79217.948 441191.223 0, 79215.739 441194.487 0))"
